3.094	0.096
4.755	0.128
7.161	0.155
8.254	0.134
3.094	0.041
4.755	0.055
7.161	0.067
8.254	0.059
3.094	0.018
4.755	0.025
7.161	0.031
8.254	0.029
3.094	0.009
4.755	0.013
7.161	0.016
8.254	0.016
3.094	0.005
4.755	0.007
7.161	0.009
8.254	0.009
