0	3.305
0.05	3.4005
0.10	3.4315
0.20	3.5335
0.30	3.5895
0.40	3.6235
0.50	3.6605
0.60	3.756
0.70	3.8475
0.80	3.945
0.90	4.053
0.95	4.1115
1	4.1765
